"novel"
{
	"DOTA_VisualNovel_seasonal_quartero_Actor_Quartero"		"Квортеро"
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-01-ward_Quartero_7"		"Нет? Ну ладно, тогда приступим к делу!"
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-01-ward_Quartero_8"		"Вообще-то, так не положено, но чёрт с ним."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-01-ward_Quartero_9"		"Видите этого симпатяжку? Забирайте. Просто так. За то, что вы мой первый сегодняшний клиент."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-01-head__title_0"		"Papa Wanga's Mask"
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-01-head_Quartero_0"		"Можно без обиняков? Вы похожи на бродягу, дорогуша."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-01-head_Quartero_1"		"На эдакого скитальца. Героического, но, чего уж греха таить, бездомного."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-01-head_Quartero_2"		"К счастью, ваш покорный слуга готов прийти на выручку. Примерьте-ка эту маску вуду."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-01-head_Quartero_3"		"Она исключительно декоративная. Только не произносите в ней всякие вуду-словечки, иначе она скукожит вам голову."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-01-head_Quartero_4"		"Вот так... Не двигайтесь. Дайте-ка взглянуть на вас."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-01-head_Quartero_5"		"О, да. Да-да-да! Выглядит... просто... потрясно!"
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-01-belt__title_0"		"Papa Wanga's Belt"
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-01-belt_Quartero_0"		"Вы наверняка уже догадались: я тут не штанишки сельчанам продаю."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-01-belt_Quartero_1"		"Я обеспечиваю бесценными товарами лишь самых незаурядных клиентов."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-01-belt_Quartero_2"		"Королей, завоевателей, полубогов... Героев навроде вас."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-01-belt_Quartero_3"		"Примерьте-ка этот огромный костяной фаллос."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-01-belt_Quartero_4"		"Вы поглядите. Да, действительно — ВАМ идёт. Очень даже."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-01-back__title_0"		"Papa Wanga's Backplate"
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-01-back_Quartero_0"		"Думается мне, у вас есть сомнения: с учётом моей откровенно демонической внешности..."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-01-back_Quartero_1"		"С учётом того, что мои товары очевидно бесценны..."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-01-back_Quartero_2"		"С учётом того, что я ещё даже НЕ УПОМЯНУЛ никаких цен..."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-01-back_Quartero_3"		"И с учётом того, что мы встретились на перекрёстке ровно в полночь..."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-01-back_Quartero_4"		"В чём, проще говоря, ПОДВОХ?"
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-01-back_Quartero_5"		"Позвольте, я подтяну ваш поясок. Так-то лучше."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-01-back_Quartero_6"		"Да. Да, этот наспинник сидит на вас как влитой."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-01-back_Quartero_7"		"Кстати, череп в ней настоящий. Не называя имён, скажу, что это был кое-кто ОЧЕНЬ знаменитый."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-01-shoulder__title_0"		"Papa Wanga's Basket"
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-01-shoulder_Quartero_0"		"Так в чём же подвох, мой дорогой герой? Подвох в том, что... подвоха НЕТ."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-01-shoulder_Quartero_1"		"Получается, подвох всего один."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-01-shoulder_Quartero_2"		"Весь мой сегодняшний ассортимент — в том числе эта прелестная корзинка с вуду-кокосами — совершенно бесплатен."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-01-shoulder_Quartero_3"		"Никаких обязательств. Их отсутствие — это обязательное условие."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-01-shoulder_Quartero_4"		"Даже скромные десятипроцентные чаевые вызовут острую боль где-то в глубине моих костей. В этом, как его... костном мозге?.."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-01-shoulder_Quartero_5"		"Да, костный мозг превратится в каких-то кипящих червей. Такое случалось пару раз, и, уверяю вас, было :hero_puck::hero_invoker::hero_zeus::hero_dazzle:ец как больно."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-01-shoulder_Quartero_6"		"А причиной всему — моя трагическая, но захватывающая предыстория."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-01-shoulder_Quartero_7"		"Не волнуйтесь, мы и до неё дойдём."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-01-weapon__title_0"		"Papa Wanga's Staff"
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-01-weapon_Quartero_0"		"И, наконец, держите посох. Теперь я шагну назад и отвернусь, а затем притворюсь, что впервые вижу вас в полном облачении. Так-так-так..."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-01-weapon_Quartero_1"		"Ого, как же вам идёт! Приберите к рукам весь набор, я настаиваю."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-01-weapon_Quartero_2"		"И, напомню, мне не нужно денег. Я не приму — не СМОГУ принять — ни медяка."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-01-weapon_Quartero_3"		"Что касается обещанной прискорбной истории — это был тот ещё казус. Вспоминать о нём больно и, если позволите вашему покорному слуге откровенность, очень стыдно."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-01-weapon_Quartero_4"		"Я бы даже не стал обременять вас рассказом, если б не был ОБЯ..."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-01-weapon_Quartero_5"		"Впрочем, об этом позже."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-02-shoulder__title_0"		"Morrigan's Fury"
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-02-shoulder_Quartero_0"		"Дорогуша, можете присесть на секундочку? Я только надену на вас «Ярость Морриган», и..."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-02-shoulder_Quartero_1"		"Готово. Она как на вас сшита."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-02-shoulder_Quartero_2"		"Так о чём это я? Ах да, трагическая предыстория. Настройтесь на сентиментальность, случай крайне душещипательный."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-02-shoulder_Quartero_3"		"Давным-давно, в одном сказочном мире, совсем не похожем на нашу с вами приземлённую и реалистичную вселенную, я состоял в знаменитой группе приключенцев!"
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-02-shoulder_Quartero_4"		"^-2.0Мы были бесстрашны! Решительны! Самонадеянны! Беспечны! И если вам кажется, что эти эпитеты постепенно теряют положительный окрас и начинают намекать на неотвратимый фееричный провал..."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-02-shoulder_Quartero_5"		"...ничего, до него мы тоже дойдём."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-02-legs__title_0"		"Vengeful Spirit  - Titania's Fury Legs"
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-02-legs_Quartero_0"		"Нет, я был не танком, сдерживающим напор в авангарде, и не лучником, прикрывающим бойцов из тыла."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-02-legs_Quartero_1"		"^-1.5Не соизволите ли поднять ногу, дорогуша? Если нужно, обопритесь на мою спину — и не волнуйтесь, я стойче дуба. Так, вот мы и надели «Скорбь Морриган»."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-02-legs_Quartero_2"		"В общем, я был куда БОЛЕЕ важной частью команды! И был в БОЛЕЕ глубоком тылу! Я был КВАРТЕРМЕЙСТЕРОМ."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-02-legs_Quartero_3"		"^-3.0Властелином логистики, поддерживавшим боевую готовность отряда благодаря своим бесценным навыкам снабжения, починки и стратегического продовольственного нормирования. Я возглавлял отряд, оставаясь позади."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-02-legs_Quartero_4"		"^-1.0Замки, пещеры, подземелья! Нам по плечу было любое задание! Не было ни одного препятствия, которое..."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-02-legs_Quartero_5"		"^-2.0Вижу, из ваших глаз пропадает интерес, так что перейду к сути. Очевидно, что всё-таки НАШЛОСЬ задание, которое было нам не по плечу, поэтому не будем ходить вокруг да около."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-02-head__title_0"		"Vengeful Spirit - Titania's Fury Head"
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-02-head_Quartero_0"		"Давайте-ка примерим «Меру Морриган». Это, кстати, настоящие перья страуса из болот Страусии. Или небесного бобра из Пелливии. Суть в том, что они все вымерли."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-02-head_Quartero_1"		"Вернёмся к трагическому рассказу. С самого начала всё пошло не так."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-02-head_Quartero_2"		"За каждой дверью нас ждали скелеты. За каждым потайным проходом нас ждали скелеты. Внутри каждого сундука нас ждали скелеты."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-02-head_Quartero_3"		"Понятно, что в подземелье должно быть хоть СКОЛЬКО-ТО скелетов, но их плотность на квадратный метр была до смешного высока."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-02-head_Quartero_4"		"И тут половина отряда растворилась в неведомом мраке."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-02-head_Quartero_5"		"^-1.0И там, конечно же, тоже поджидали скелеты, так что из неведомого мрака до нас доносились жуткие вопли."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-02-head_Quartero_6"		"Затем — ну конечно же! — прибыло ещё больше скелетов. Всё летело в :hero_pangolier::hero_invoker::hero_zeus::hero_doom:у."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-02-weapon__title_0"		"Vengeful Spirit - Titania's Fury Weapon"
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-02-weapon_Quartero_0"		"Погодите, в это набор входит и оружие, куда я его... А, вот же, «Злоба Морриган»!"
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-02-weapon_Quartero_1"		"Осторожнее, оно острое. И светится. Я бы не советовал касаться светящихся частей, лучше берите сразу за рукоять. Вот так."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-02-weapon_Quartero_2"		"И вот в чём вопрос: мог ли я исцелить их всех при помощи своей сумочки бесценных зелий? Или вручить им первоклассное оружие наподобие светящегося причиндала, которым вы размахиваете?"
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-02-weapon_Quartero_3"		"Строго говоря, да. А если ещё строже, то они об этом даже попросили."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-02-weapon_Quartero_4"		"Скажу прямо — у них не было ни шанса. Бывает, что вы зачищаете подземелье, а бывает, что подземелье зачищает вас."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-02-weapon_Quartero_5"		"В общем, рассусоливать не буду — ваш покорный слуга принял решение..."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-02-weapon_Quartero_6"		"...оставить припасы себе."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-03-arms__title_0"		"Drakon's Deed Gauntlets"
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-03-arms_Quartero_0"		"Это «Подвиг Драккона». Вы, как вошли, глаз с него не сводите."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-03-arms_Quartero_1"		"Да, этот набор тоже бесплатный, и да, вы можете его забрать."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-03-arms_Quartero_2"		"Правда, это жемчужина моей коллекции, так что я надеюсь, что вы оцените его по достоинству."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-03-arms_Quartero_3"		"Ни за что не расстался бы с такой ценностью, не угрожай мне проклятье."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-03-arms_Quartero_4"		"Ох, я забегаю вперёд. Надо ускориться, пока я не разболтал все сюжетные повороты."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-03-arms_Quartero_5"		"В итоге остался только я. И босс подземелья. Необъятный, неописуемый, непостижимый ужас — всё как положено."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-03-arms_Quartero_6"		"Рты на месте глаз и наоборот. Драться с этим чудищем мне :hero_pudge::hero_invoker::hero_zeus::hero_disruptor:ец не хотелось."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-03-arms_Quartero_7"		"Я уж было пошёл к двери, как вдруг... оно меня остановило."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-03-arms_Quartero_8"		"И ЗЫРКНУЛО тысячей своих зыркалок."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-03-head__title_0"		"Drakon's Deed Helm"
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-03-head_Quartero_0"		"Наклонитесь чуть-чуть, чтобы я надел на вас шлем."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-03-head_Quartero_1"		"Ф-ф-фух, в нём сорок кило, не меньше. Спину жалко."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-03-head_Quartero_2"		"^-2.0Так вот. Босс, дверь, остановил, зыркнул. Скрывать не буду: для древнего неописуемого ужаса он КРАЙНЕ грубо выражался о командной работе вашего покорного слуги."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-03-head_Quartero_3"		"Похоже, он счёл меня каким-то жадным трусом."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-03-head_Quartero_4"		"^-1.0Разумеется, его оценка была неверна, но я был в его пещере, а он обхватил меня своими грязными щупальцами, так что делать было нечего. Как бы там ни было, он меня ПРОКЛЯЛ."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-03-head_Quartero_5"		"Сам он настаивал, что это не проклятье. Скорее назидательное наказание."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-03-legs__title_0"		"Drakon's Deed Tassets"
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-03-legs_Quartero_0"		"В общем, трагедия вот в чём: он принял меня за кого-то ужасно жадного и трусливого, и потому в моих руках больше не задерживается ни одна ценность."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-03-legs_Quartero_1"		"Я приговорён — даже обречён — на протяжении всей жизни отдавать свои дражайшие пожитки — а речь о реально крутых хреновинах — героям навроде вас."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-03-legs_Quartero_2"		"Кстати о вас: это наколенники из цельного золота, так что не вставайте на колено, а то пошаркаете."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-03-legs_Quartero_3"		"Хм. И правда, скрипят. Ничего, походите в них немножко, и кожа разносится."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-03-shoulders__title_0"		"Drakon's Deed Pauldrons"
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-03-shoulders_Quartero_0"		"Замечу, что эти наплечники — из цельной бронзы. Сдаётся мне, они весят ни граммом меньше девяноста килограмм."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-03-shoulders_Quartero_1"		"Полный пустяк для такого дюжего героя, как вы."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-03-shoulders_Quartero_2"		"Но если вы всё-таки почувствуете невыносимую боль в плечах, можете не сомневаться: проблема в наплечниках. Принесёте обратно, и мы выдолбим из них немного бронзы."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-03-shoulders_Quartero_3"		"О чём это я? Верно. Протоплазменный ужас обрёк меня на веки вечные раздавать все мои пожитки."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-03-shoulders_Quartero_4"		"И знаете, что хуже всего? Чтобы никто не принял мои дары за проявление истинной щедрости..."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-03-shoulders_Quartero_5"		"...я обречён ещё и объяснять истоки этой неловкой ситуации каждому, кто попросит."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-03-shoulders_Quartero_6"		"И тем, кто даже не попросит."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-03-shoulders_Quartero_7"		"И Я ТОЛЬКО ЧТО ЭТО СДЕЛАЛ! Это я на случай, если какой-нибудь непостижимый кошмар подслушивает, как в прошлый раз..."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-03-back__title_0"		"Drakon's Deed Banners"
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-03-back_Quartero_0"		"Вот как-то так. Трагическая история Квортеро, бывшего квартермейстера."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-03-back_Quartero_1"		"Проклятого отдавать бесценные сокровища каждому, кто выглядит хоть сколько-то героически."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-03-back_Quartero_2"		"И заодно проклятого рассказывать эту откровенно унизительную предысторию, спрашивают его или нет."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-03-back_Quartero_3"		"Душераздирающая ситуация. Для меня, конечно же."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-03-back_Quartero_4"		"А вот вам довелось поживиться не хуже, чем бандиту. Если б это увидел какой стражник, вас бы сразу обвинили в дерзком грабеже."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-03-back_Quartero_5"		"Кстати о грабеже: как вам наспинник? Тоже из цельной бронзы, прямо как наплечники. Килограмм двести, я б сказал. Но главное — начать двигаться, а там вес уже не ощущается."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-03-back_Quartero_6"		"Однако я бы на вашем месте двигался преимущественно в теньке, а то бронза на солнце припекает."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-03-weapon__title_0"		"Drakon's Deed Lance"
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-03-weapon_Quartero_0"		"А вот и гвоздь нашей программы... а точнее, целое копьё. Какой же боевой наряд без него?"
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-03-weapon_Quartero_1"		"ВЖИК! ВЖУХ! Только поглядите, как оно рассекает воздух!"
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-03-weapon_Quartero_2"		"Ужасающее марево раздирающих плоть ударов! Инструмент возвышенного кровопролития, поучаствовать в котором даже с принимающей стороны — едва ли не честь!"
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-03-weapon_Quartero_3"		"Что ж, дорогуша, вы меня обчистили. Я отдал всё до последнего доспеха и... да-да, вот вам моя последняя сардинка."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-03-weapon_Quartero_4"		"Моя история поведана, сокровища розданы — а значит, я избавлен от любого возможного бремени."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-03-weapon_Quartero_5"		"А теперь я оставляю вас наедине с судьбой... ПРОЩАЙТЕ!"
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-03-weapon_Quartero_6"		"...и, конечно, караван скрытности снова накрылся :hero_primal_beast::hero_invoker::hero_zeus::hero_dark_seer:ой, так что придётся уезжать как последний дурак — совершенно видимым."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-03-weapon_Quartero_7"		"Но! Вернусь ли я для избавления от нового бремени, прежде чем небесный серп обернётся полной луной... То есть два... Нет, три... Короче, через несколько месяцев. Вернусь ли я с новыми товарами через несколько месяцев?"
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-03-weapon_Quartero_8"		"А МОЖЕТ, И ВЕРНУСЬ! ПРОЩАЙТЕ!"
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-03-weapon_Quartero_9"		"А, ну его в :hero_pugna::hero_invoker::hero_zeus::hero_dragon_knight:у. Сами уйдёте."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-04-arms__title_0"		"Drakon's Ire Gauntlets"
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-04-arms_Quartero_0"		"Ага. Вы снова здесь. А я уже убрал все простыни, совсем не ждал вас... в такой час."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-04-arms_Quartero_1"		"А который, собственно, час? Мне же не снится, что сейчас три..."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-04-arms_Quartero_2"		"Ну да, не снится. Три часа ночи."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-04-arms_Quartero_3"		"Что ж! Приветствую. Чем могу помочь?"
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-04-arms_Quartero_4"		"Признаться честно, я думал, что мы уже всё. Я отдал все бесценные припасы. Рассказал свою проклятущую трагическую предысторию."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-04-arms_Quartero_5"		"Ага, понятно. Вы хотите вон те перчатки. «Гнев Драккона». Ну конечно же, вы их хотите — они безупречны."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-04-arms_Quartero_6"		"А ещё они в стеклянном футляре под целой грудой свежесобранных сундуков."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-04-arms_Quartero_7"		"Что ж, давайте я РАЗБЕРУ всё обратно. Или, быть может, вы вернётесь... Нет."
